monastery_name,notes,lat,lon,x,y
Villafranca del Bierzo,,42.607727,-6.807678,-757827.2484,5252453.227
Provins,,48.559326,3.30249,367631.5051,6200416.355
Neufchâteau, ,48.354919,5.692688,633707.1294,6166105.136
Châteauvillain,,48.035278,4.918518,547526.9192,6112725.845
Charlieu,,46.158691,4.172302,464458.5341,5805816.135
Champ-Aigue,,46.553284,3.192078,355340.4975,5869461.051
Bar-sur-Aube,,48.234924,4.704712,523726.1442,6146027.186
Burgdorf,,47.057922,7.628723,849225.5598,5951533.547
Moirans-en-Montagne,,46.429871,5.725708,637382.899,5849505.996
Nyon,,46.38092,6.238525,694469.4263,5841603.465
Grandson,,46.809509,6.645874,739815.3096,5911036.332
Vézelay, ,47.463501,3.741699,416524.0274,6018060.134
Gignac,,43.653687,3.551514,395352.73,5412004.927
Florensac,,43.383484,3.465698,385799.7366,5370525.378
Forcalquier,,43.9599,5.780884,643525.0632,5459238.712
Riez,,43.818726,6.090881,678033.7714,5437432.335
Cheb,,50.077881,12.375916,1377680.667,6459774.399
Weida,,50.773071,12.060913,1342614.694,6581250.352
Möst, ,51.761475,12.276123,1366571.761,6757111.449
Seusslitz, ,51.242676,13.420715,1493987.16,6664333.081
Oschatz,,51.299316,13.112915,1459723.021,6674411.019
Barby,,51.966675,11.879089,1322374.139,6794102.108
Magdeburg,,52.131104,11.636719,1295393.634,6823865.541
Angermunde, ,53.016113,14.000305,1558506.824,6985978.946
Nyborg,,55.310486,10.791687,1201325.102,7422359.799
Gransee,,53.006897,13.157715,1464710.134,6984273.781
Bolsward,,53.0625,5.525879,615138.0365,6994567.107
Seligenthal,,50.795715,7.274902,809838.3862,6585237.314
Soest,,51.570129,8.108276,902609.1555,6722769.373
Roermond,,51.192688,5.992676,667101.6408,6655449.036
Saint-Quentin,,49.848328,3.28833,366055.2212,6420050.238
Péronne, ,49.929321,2.93512,326736.0638,6434044.469
Hesdin,,50.373108,2.03772,226837.9528,6511144.07
Oudenaarde,,50.842712,3.604126,401209.4711,6593518.315
Saint-Omer,,50.749878,2.249878,250455.2733,6577168.727
Béthune, ,50.531921,2.637695,293626.8643,6538909.923
Ypres,,50.851318,2.884277,321076.2469,6595035.619
Lille,,50.637329,3.06311,340983.8454,6557390.427
Diest,,50.98468,5.050476,562216.4166,6618584.239
Tienen,,50.805725,4.939514,549864.1832,6587000.406
Mons,,50.453308,3.94873,439570.6129,6525154.078
Dinant,,50.260681,4.912292,546833.8441,6491544.192
Huy,,50.518677,5.239502,583258.6947,6536590.86
Falaise,,48.896484,-0.195801,-21796.4676,6257315.113
Sézanne, ,48.723694,3.7229,414431.3323,6228107.432
Loches,,47.129272,0.998718,111176.7792,5963200.139
Villefranche-de-Confluent,,42.591675,2.372681,264125.6407,5250025.705
Morlaàs, ,43.344727,-0.263611,-29345.0423,5364590.88
Nogaro,,43.757324,-0.0354,-3940.71,5427963.995
Brignoles,,43.406311,6.06189,674806.508,5374022.439
Nonza,,42.785095,9.34491,1040270.623,5279318.111
Monte Rasu,,40.421875,9.004883,1002418.99,4927438.732
Frias, ,42.761475,-3.294312,-366721.1344,5275736.095
Pontevedra,,42.433716,-8.64801,-962692.0696,5226171.042
Ourense,,42.340088,-7.864624,-875485.939,5212059.899
Palenzuela,,42.095276,-4.129211,-459661.6659,5175262.028
Ayles,,41.397705,-1.060181,-118018.8091,5071181.23
Baeza,,37.99353,-3.469177,-386187.0171,4578511.859
Pyzdry,,52.165996,17.699996,1970354.542,6830195.49
Saragossa, ,41.656311,-0.876587,-97581.2185,5109634.725
Aix-en-Provence,,43.524902,5.454285,607168.2288,5392211.644
Auch,,43.647278,0.584717,65090.3987,5411018.91
Nantes,,47.216919,-1.556702,-173291.274,5977552.929
Bayeux,,49.276489,-0.705505,-78536.4574,6321906.677
Dinan,,48.453918,-2.046021,-227762.0159,6182705.596
Guingamp,,48.560303,-3.144409,-350034.0087,6200580.684
Münster,,51.964722,7.628479,849198.3978,6793749.251
Halberstadt,,51.891724,11.047485,1229800.405,6780571.392
Quedlinburg,,51.783691,11.14209,1240331.785,6761108.114
Stade,,53.599121,9.473694,1054606.792,7094597.234
Stralsund,,54.313904,13.085876,1456713.053,7229831.534
Kiel,,54.322693,10.135925,1128326.01,7231508.917
Ribe,,55.328491,8.761902,975370.469,7425882.309
Lund,,55.702881,13.192871,1468623.682,7499493.614
