name,founded,comment,lat,lon,x,y,start_century
Amiens,pre-1250, ,49.887999,2.302002,256257.6904,6426901.787,1000
Rouen,pre-1250, ,49.431996,1.077003,119891.4255,6348482.516,1000
Paris,pre-1250, ,48.881997,2.432997,270839.9871,6254862.421,1000
Orléans,pre-1250, ,47.914002,1.906002,212175.1721,6092559.738,1000
Limoges,pre-1250, ,45.830997,1.251999,139371.8912,5753307.61,1000
Dijon,pre-1250, ,47.318004,5.036004,560605.4009,5994135.774,1000
Clermont-Ferrand,pre-1250, ,45.783999,3.090996,344088.1008,5745802.217,1000
Lyon,pre-1250, ,45.747,4.854996,540455.6825,5739898.074,1000
Bruges,pre-1250, ,51.21,3.220002,358448.983,6658524.695,1000
Besançon,pre-1250, ,47.248002,6.018003,669921.0296,5982648.678,1000
Toul,pre-1250, ,48.6792,5.8957,656306.3219,6220602.615,1000
Basel,pre-1250, ,47.547,7.576002,843356.6849,6031819.952,1000
Strasbourg,pre-1250, ,48.582999,7.767999,864729.6932,6204398.989,1000
Gent,pre-1250, ,51.048,3.735999,415889.5063,6629788.763,1000
Konstanz,pre-1250, ,47.652001,9.174998,1021356.105,6049154.24,1000
Bergues,pre-1250, ,50.96836717,2.430498515,270561.8571,6615700.147,1000
Magdeburg,pre-1250, ,52.131104,11.636719,1295393.634,6823865.541,1000
Saint-Quentin,pre-1250, ,49.848328,3.28833,366055.2212,6420050.238,1000
Lille,pre-1250, ,50.637329,3.06311,340983.8454,6557390.427,1000
Saragossa,pre-1250, ,41.656311,-0.876587,-97581.2185,5109634.725,1000
Nantes,pre-1250, ,47.216919,-1.556702,-173291.274,5977552.929,1000
Rheims,pre-1250, ,49.256714,4.033081,448960.5232,6318533.179,1000
Caen,pre-1250, ,49.184875,-0.360107,-40086.9279,6306289.232,1000
Lausanne,pre-1250, ,46.519714,6.63208,738279.7685,5864028.521,1000
Marseilles,pre-1250, ,43.298279,5.383301,599266.3261,5357483.719,1000
Valencia,pre-1250, ,39.470276,-0.376709,-41935.0541,4789260.201,1000
Elgin,pre-1250, ,57.6491536,-3.315867798,-369120.7148,7893973.987,1000
Aberdeen,pre-1250, ,57.14772404,-2.095385595,-233257.2574,7790372.314,1000
Montrose,pre-1250, ,56.70982917,-2.466883796,-274612.248,7701040.088,1000
Inverness,pre-1250, ,57.47661684,-4.231272242,-471023.0714,7858165.461,1000
Perth,pre-1250, ,56.3957653,-3.434972054,-382379.3399,7637608.152,1000
Stirling,pre-1250, ,56.119424,-3.935881999,-438140.38,7582226.422,1000
Glasgow,pre-1250, ,55.86560516,-4.263497275,-474610.3457,7531707.832,1000
Edinburgh,pre-1250, ,55.95102089,-3.188737186,-354968.5998,7548671.472,1000
Berwick,pre-1250, ,55.77050289,-2.005278858,-223226.6214,7512864.269,1000
Newcastle,pre-1250, ,54.97801269,-1.612944229,-179552.1303,7357599.994,1000
Carlisle,pre-1250, ,54.89512205,-2.933551348,-326561.4423,7341537.988,1000
Ayr,pre-1250, ,55.46336752,-4.632132261,-515646.6046,7452320.669,1000
Mullingar,pre-1250, ,53.52477921,-7.338354987,-816901.9404,7080663.995,1000
Dublin,pre-1250, ,53.3442174,-6.267253412,-697667.4585,7046924.376,1000
Athenry,pre-1250, ,53.30076699,-8.745488337,-973543.3084,7038826.613,1000
Limerick,pre-1250, ,52.663857,-8.626773,-960327.9776,6921061.003,1000
Waterford,pre-1250, ,52.2574207,-7.128558137,-793547.4619,6846804.922,1000
Tralee,pre-1250, ,52.26961306,-9.700094402,-1079809.569,6849022.535,1000
Lincoln,pre-1250, ,53.23496612,-0.538607582,-59957.5218,7026579.109,1000
York,pre-1250, ,53.95770981,-1.082429937,-120495.5494,7162151.103,1000
Beverley,pre-1250, ,53.84512416,-0.43610253,-48546.7116,7140879.056,1000
Derby,pre-1250, ,52.92189912,-1.475639076,-164267.3905,6968564.417,1000
Chester,pre-1250, ,53.191458,-2.895007,-322270.7051,7018491.289,1000
Cambridge,pre-1250, ,52.2033491,0.129987004,14470.0871,6836977.424,1000
Haverfordwest,pre-1250, ,51.80166138,-4.964947743,-552695.4546,6764342.431,1000
Hereford,pre-1250, ,52.05648702,-2.717034892,-302458.9407,6810345.484,1000
Shrewsbury,pre-1250, ,52.70820914,-2.754429996,-306621.7446,6929205.844,1000
Gloucester,pre-1250, ,51.86516532,-2.244353034,-249840.2369,6775782.236,1000
Cardiff,pre-1250, ,51.48020613,-3.182574103,-354282.5286,6706680.267,1000
Bristol,pre-1250, ,51.45547381,-2.590633531,-288388.0055,6702260.694,1000
Exeter,pre-1250, ,50.72180287,-3.533613341,-393360.0378,6572230.623,1000
Oxford,pre-1250, ,51.75463229,-1.262132209,-140499.9148,6755880.839,1000
London,pre-1250, ,51.49775443,-0.130893471,-14570.9945,6709817.535,1000
Canterbury,pre-1250, ,51.2769295,1.081180855,120356.5022,6670426.311,1000
Northampton,pre-1250, ,52.23811661,-0.895389017,-99674.2494,6843295.035,1000
Norwich,pre-1250, ,52.628101,1.299349,144642.869,6914500.776,1000
Drogheda,pre-1250, ,53.7167318,-6.354122421,-707337.6723,7116690.178,1000
Stamford,pre-1250, ,52.651324,-0.480070001,-53441.1481,6918760.936,1000
Wilton,pre-1250, ,51.07981,-1.863773,-207474.2613,6635423.348,1000
Sudbury,pre-1250, ,52.04171297,0.728390872,81084.101,6807671.211,1000
Winchester,pre-1250, ,51.06287231,-1.316576664,-146560.6438,6632422.65,1000
Trondheim,pre-1250, ,63.42770697,10.39044938,1156659.534,9205902.44,1000
Bergen,pre-1250, ,60.38691109,5.321064861,592338.2308,8486387.778,1000
Oslo,pre-1250, ,59.91382257,10.73871313,1195428.077,8380576.376,1000
Vasteras,pre-1250, ,59.61608294,16.55255922,1842622.464,8314754.555,1000
Sigtuna,pre-1250, ,59.6173358,17.72379924,1973004.306,8315030.302,1000
Skänninge,pre-1250, ,58.39893488,15.08354098,1679092.102,8051592.382,1000
Skara,pre-1250, ,58.38599249,13.43804492,1495916.318,8048843.391,1000
Lödöse,pre-1250, ,58.03291355,12.15791962,1353413.421,7974234.825,1000
Riga,pre-1250, ,56.94661595,24.1040021,2683245.239,7749215.254,1000
Talinn (Reval),pre-1250, ,59.438862,24.75447201,2755655.219,8275852.526,1000
Turku,pre-1250, ,60.44828428,22.23159985,2474810.375,8500226.918,1000
Viborg,pre-1250, ,56.45312869,9.403093836,1046747.618,7649154.712,1000
Arhus,pre-1250, ,56.15796699,10.21219933,1136816.829,7589926.9,1000
Lund,pre-1250, ,55.70328333,13.19227836,1468557.71,7499573.097,1000
Ahus,pre-1250, ,55.92282233,14.2935761,1591153.613,7543067.08,1000
Kalmar,pre-1250, ,56.66212593,16.36485408,1821727.224,7691371.413,1000
Visby,pre-1250, ,57.64071061,18.29606322,2036708.441,7892217.762,1000
Roskilde,pre-1250, ,55.641486,12.080418,1344785.98,7487374.207,1000
Odense,pre-1250, ,55.39678253,10.39008364,1156618.82,7439257.472,1000
Gdansk,pre-1250, ,54.35202881,18.64655079,2075724.54,7237110.26,1000
Elblag,pre-1250, ,54.15605534,19.40443465,2160091.784,7199766.882,1000
Chelmno,pre-1250, ,53.34842,18.42499,2051060.505,7047708.044,1000
Leuwarden,pre-1250, ,53.20340684,5.791305512,644685.1806,7020711.668,1000
Brzesc Kujawski,pre-1250, ,52.56292455,18.42184037,2050709.889,6902556.494,1000
Solec Kujawski,pre-1250, ,53.083253,18.225832,2028890.337,6998412.344,1000
Plock,pre-1250, ,52.546345,19.706536,2193721.552,6899520.946,1000
Sieradz,pre-1250, ,51.595601,18.730299,2085047.347,6727332.637,1000
Poznan,pre-1250, ,52.40625126,16.92596971,1884190.329,6873916.862,1000
Kiew,pre-1250, ,50.45362915,30.50382653,3395670.436,6525210.226,1000
Košice,pre-1250, ,48.72099601,21.257748,2366401.683,6227652.173,1000
Krakow Cracow,pre-1250, ,50.06482352,19.94548852,2220321.626,6457509.71,1000
Sarospatak,pre-1250, ,48.318984,21.566374,2400757.772,6160087.425,1000
Esztergom,pre-1250, ,47.7935414,18.74170004,2086316.505,6072575.952,1000
Vasvár,pre-1250, ,47.05108696,16.7985076,1870001.312,5950416.756,1000
Szekesfehervar,pre-1250, ,47.188716,18.413809,2049815.841,5972931.911,1000
Dubica,pre-1250, ,45.186152,16.807128,1870960.931,5650875.071,1000
Pécs,pre-1250, ,46.0755697,18.23079219,2029442.503,5792467.598,1000
Virovitica,pre-1250, ,45.83278793,17.38321917,1935091.106,5753593.74,1000
Cazma,pre-1250, ,45.7476342,16.61205041,1849244.993,5739999.244,1000
Zagreb,pre-1250, ,45.81467527,15.97775426,1778635.468,5750700.377,1000
Ptuj,pre-1250, ,46.41896204,15.87196467,1766859.025,5847744.266,1000
Friesach,pre-1250, ,46.95457946,14.4070508,1603785.559,5934663.433,1000
Dubrovnik,pre-1250, ,42.65295422,18.08130967,2012802.185,5259296.244,1000
Split,pre-1250, ,43.50689777,16.44246575,1830366.914,5389447.898,1000
Zadar,pre-1250, ,44.11487801,15.228951,1695279.071,5483237.064,1000
Nin,pre-1250, ,44.24283564,15.17522327,1689298.127,5503098.784,1000
Constantinople,pre-1250, ,41.01702973,28.95608221,3223376.327,5014853.87,1000
Antioch,pre-1250, ,36.20368328,36.15871423,4025169.655,4328684.192,1000
Nicosia,pre-1250, ,35.167604,33.37362101,3715134.497,4186681.25,1000
Cividale del Friuli,pre-1250, ,46.08943785,13.43546483,1495629.104,5794693.3,1000
Venice,pre-1250, ,45.43464833,12.33859555,1373526.174,5690209.495,1000
Treviso,pre-1250, ,45.66615742,12.24208256,1362782.397,5727011.162,1000
Padua,pre-1250, ,45.40430184,11.87825112,1322280.867,5685396.697,1000
Trento,pre-1250, ,46.07035669,11.12156727,1238047.205,5791631.106,1000
Verona,pre-1250, ,45.44210562,10.99526245,1223987.017,5691392.58,1000
Mantua,pre-1250, ,45.16037672,10.79770616,1201995.152,5646804.954,1000
Ferrara,pre-1250, ,44.837894,11.62044,1293581.464,5596037.214,1000
Modena,pre-1250, ,44.64754671,10.92691766,1216378.91,5566204.547,1000
Imola,pre-1250, ,44.35421845,11.71263141,1303844.165,5520422.941,1000
Bologna,pre-1250, ,44.4942568,11.35132611,1263623.842,5542250.886,1000
Faenza,pre-1250, ,44.286181,11.883516,1322866.95,5509836.69,1000
Forli,pre-1250, ,44.22131121,12.04248565,1340563.37,5499754.722,1000
Rimini,pre-1250, ,44.05860634,12.57834236,1400214.666,5474516.133,1000
Ancona,pre-1250, ,43.62034556,13.51445267,1504421.99,5406876.535,1000
Jesi,pre-1250, ,43.52446717,13.2493811,1474914.358,5392144.885,1000
Fermo,pre-1250, ,43.16563,13.724222,1527773.405,5337216.498,1000
Spoleto,pre-1250, ,42.74559116,12.74034628,1418248.861,5273328.05,1000
Todi,pre-1250, ,42.78041742,12.40876715,1381337.641,5278608.639,1000
Orvieto,pre-1250, ,42.71863603,12.11282729,1348393.766,5269242.971,1000
Viterbo,pre-1250, ,42.42210622,12.10854209,1347916.739,5224420.131,1000
Chieti,pre-1250, ,42.35246108,14.16939371,1577329.693,5213923.502,1000
Rome,pre-1250, ,41.89703012,12.4852134,1389847.598,5145567.513,1000
Anagni,pre-1250, ,41.74307783,13.15828797,1464773.916,5122571.106,1000
Gaeta,pre-1250, ,41.21531205,13.56978434,1510581.483,5044152.204,1000
Naples,pre-1250, ,40.83999709,14.25287146,1586622.393,4988769.84,1000
Benevent,pre-1250, ,41.13029464,14.78164062,1645484.706,5031579.131,1000
Trani,pre-1250, ,41.27554924,16.41749476,1827587.157,5053070.466,1000
Perugia,pre-1250, ,43.1106013,12.38898978,1379136.034,5328821.673,1000
Siena,pre-1250, ,43.31889221,11.33104954,1261366.665,5360637.143,1000
Arezzo,pre-1250, ,43.46932301,11.86588021,1320903.742,5383682.628,1000
Florence,pre-1250, ,43.7687753,11.25692013,1253114.617,5429729.077,1000
Pisa,pre-1250, ,43.7180526,10.39799015,1157498.969,5421913.342,1000
Lucca,pre-1250, ,43.84382233,10.50553858,1169471.205,5441305.053,1000
Parma,pre-1250, ,44.79956874,10.32676101,1149569.777,5590022.684,1000
Cremona,pre-1250, ,45.13314508,10.02645274,1116139.613,5642506.866,1000
Lodi,pre-1250, ,45.31273536,9.498270182,1057342.6,5670890.37,1000
Milan,pre-1250, ,45.46366932,9.188134378,1022818.44,5694814.498,1000
Pavia,pre-1250, ,45.185877,9.156632,1019311.612,5650831.636,1000
Plaisance,pre-1250, ,45.05355855,9.69427496,1079161.752,5629957.128,1000
Genoa,pre-1250, ,44.40763131,8.933909531,994518.2598,5528742.3,1000
Asti,pre-1250, ,44.89936105,8.204102276,913276.4878,5605691.833,1000
Vercelli,pre-1250, ,45.32111891,8.421801621,937510.668,5672217.55,1000
Como,pre-1250, ,45.81171156,9.085528268,1011396.38,5750227.036,1000
Bergamo,pre-1250, ,45.694736,9.668707,1076315.54,5731564.673,1000
Brescia,pre-1250, ,45.539773,10.222939,1138012.364,5706901.774,1000
Coutances,pre-1250, ,49.0492192,-1.444373934,-160786.9708,6283216.993,1000
Worms,pre-1250, ,49.63051612,8.357842095,930390.7261,6382531.933,1000
Prague,pre-1250, ,50.08697152,14.42071627,1605306.791,6461351.421,1000
Krems an der Donau,pre-1250, ,48.40997,15.603868,1737014.64,6175332.271,1000
Brno,pre-1250, ,49.19300473,16.60891676,1848896.156,6307673.937,1000
Wroclaw,pre-1250, ,51.11075639,17.0288151,1895639.026,6640908.679,1000
Hradec Kralove,pre-1250, ,50.20980738,15.83078669,1762275.113,6482690.379,1000
Jihlava,pre-1250, ,49.39634603,15.59110123,1735593.45,6342382.578,1000
Olomouc,pre-1250, ,49.58924412,17.23626281,1918731.999,6375441.719,1000
Raciborz,pre-1250, ,50.09036351,18.21956651,2028192.866,6461939.94,1000
Messina,pre-1250, ,38.19206098,15.55302042,1731354.313,4606593.229,1000
Piazza Armerina,pre-1250, ,37.38344313,14.36988266,1599648.02,4492689.438,1000
Lisbon,pre-1250, ,38.71496887,-9.134436913,-1016840.866,4680925.159,1000
Coimbra,pre-1250, ,40.20837478,-8.426233938,-938004.0713,4896269.098,1000
Annan,pre-1250, ,54.98742932,-3.261341403,-363050.8643,7359426.783,1000
Margitsziget,pre-1250, ,47.5271985,19.0484445,2120463.142,6028554.878,1000
Oradea,pre-1250, ,47.06388495,21.93640966,2441949.954,5952507.964,1000
Cammin,pre-1250, ,53.9902364,12.36169939,1376098.082,7168307.402,1000
Coleraine,pre-1250, ,55.13209481,-6.6599885,-741386.5285,7387545.344,1000
Newtownards,pre-1250, ,54.595016,-5.703109,-634867.1898,7283660.393,1000
Cashel,pre-1250, ,52.51684,-7.891171,-878441.1375,6894121.714,1000
Reggio Emilia,pre-1250, ,44.69918069,10.63031519,1183361.273,5574287.314,1000
San Severino Marche,pre-1250, ,43.23015574,13.18080379,1467280.366,5347069.77,1000
Ripatransone,pre-1250, ,42.99652434,13.76104018,1531871.985,5311442.831,1000
Prouilhe,pre-1250, ,43.49758136,2.694214587,299918.5959,5388018.105,1000
"Sandomierz, S. Jacob",pre-1250, ,50.67700848,21.7448135,2420621.567,6564357.91,1000
